"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"UNITED STATES OF AMERICA","ELKINS/RANDOLPH CO ARPT WV","72417","00462718","1962-1990","","Mean Monthly Value","cm","52.6","","44.2","","26.4","","12.4","","-9797.9","3",".0","",".0","",".0","",".0","","1.3","","15.2","","37.3","","189.4","","189.4",""
"UNITED STATES OF AMERICA","CINCINNATI/GREATER CINCINNATI,KY","72421","00151855","1961-1990","","Mean Monthly Value","cm","18.0","","15.5","","10.4","","1.3","","-9797.9","3",".0","",".0","",".0","",".0","",".8","","4.6","","9.4","","60.0","","60.0",""
"UNITED STATES OF AMERICA","LEXINGTON/BLUEGRASS FIELD KY","72422","00154746","1961-1990","","Mean Monthly Value","cm","16.3","","13.2","","5.6","","1.0","","88888.8","1",".0","",".0","",".0","",".0","","-9797.9","3","2.0","","6.3","","44.4","","-9999.9","2"
"UNITED STATES OF AMERICA","LOUISVILLE/STANDIFORD FIELD KY","72423","00154954","1961-1990","","Mean Monthly Value","cm","15.0","","12.7","","7.9","",".5","","88888.8","1",".0","",".0","",".0","",".0","","-9797.9","3","2.5","","5.6","","44.2","","-9999.9","2"
"UNITED STATES OF AMERICA","HUNTINGTON/TRI-STATE, WV","72425","00464393","1961-1990","","Mean Monthly Value","cm","22.9","","18.8","","9.1","","1.5","","-9797.9","3",".0","",".0","",".0","",".0","","-9797.9","3","3.3","","9.7","","65.3","","65.3",""
"UNITED STATES OF AMERICA","COLUMBUS WSO AP, OH","72428","00331786","1961-1990","","Mean Monthly Value","cm","23.4","","17.8","","11.2","","2.8","","-9797.9","3",".0","",".0","",".0","","88888.8","1",".3","","4.8","","13.5","","73.8","","-9999.9","2"
"UNITED STATES OF AMERICA","DAYTON/INT'L AP, OH","72429","00332075","1961-1990","","Mean Monthly Value","cm","22.6","","18.5","","13.7","","2.0","","88888.8","1",".0","",".0","",".0","",".0","",".8","","5.3","","13.2","","76.1","","-9999.9","2"
"UNITED STATES OF AMERICA","EVANSVILLE/REGIONAL, IN","72432","00122738","1961-1990","","Mean Monthly Value","cm","12.4","","10.9","","6.6","","1.3","",".0","",".0","",".0","",".0","",".0","","-9797.9","3","1.5","","6.6","","39.3","","39.3",""
"UNITED STATES OF AMERICA","ST. LOUIS/LAMBERT, MO","72434","00237455","1961-1990","","Mean Monthly Value","cm","16.5","","13.5","","9.4","","1.5","",".0","",".0","",".0","",".0","",".0","","88888.8","1","3.8","","11.7","","56.4","","-9999.9","2"
"UNITED STATES OF AMERICA","INDIANAPOLIS/INT'L ARPT IN","72438","00124259","1961-1990","","Mean Monthly Value","cm","20.8","","19.8","","8.1","","1.3","","-9797.9","3",".0","",".0","",".0","",".0","","1.0","","4.1","","14.7","","69.8","","69.8",""
"UNITED STATES OF AMERICA","SPRINGFIELD/CAPITAL ARPT IL","72439","00118179","1961-1990","","Mean Monthly Value","cm","17.8","","18.3","","9.7","","1.8","","88888.8","1",".0","",".0","",".0","",".0","","-9797.9","3","4.6","","14.5","","66.7","","-9999.9","2"
"UNITED STATES OF AMERICA","SPRINGFIELD/REGIONAL AP MO","72440","00237976","1961-1990","","Mean Monthly Value","cm","13.2","","13.0","","8.9","","1.0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","4.1","","9.7","","49.9","","-9999.9","2"
"UNITED STATES OF AMERICA","COLUMBIA/REGIONAL ARPT MO","72445","00231791","1969-1990","","Mean Monthly Value","cm","16.8","","19.3","","10.4","","2.5","",".0","",".0","",".0","",".0","",".0","","-9797.9","3","5.6","","13.2","","67.8","","67.8",""
"UNITED STATES OF AMERICA","KANSAS CITY/INTL ARPT MO","72446","00234358","1972-1990","","Mean Monthly Value","cm","14.7","","13.2","","7.9","","2.0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","3.0","","11.4","","52.2","","-9999.9","2"
"UNITED STATES OF AMERICA","WICHITA/MID-CONTINENT ARPT KS","72450","00148830","1961-1990","","Mean Monthly Value","cm","11.9","","11.4","","5.3","",".8","",".0","",".0","",".0","",".0","",".0","","88888.8","1","3.6","","9.7","","42.7","","-9999.9","2"
"UNITED STATES OF AMERICA","DODGE CITY/MUNICIPAL, KS","72451","00142164","1961-1990","","Mean Monthly Value","cm","11.2","","10.2","","10.9","","2.3","","-9797.9","3",".0","",".0","",".0","","88888.8","1",".5","","4.3","","9.1","","48.5","","-9999.9","2"
"UNITED STATES OF AMERICA","TOPEKA/MUNICIPAL ARPT KS","72456","00148167","1961-1990","","Mean Monthly Value","cm","14.7","","11.9","","7.1","","1.5","",".0","",".0","",".0","",".0","",".0","","-9797.9","3","3.0","","14.2","","52.4","","52.4",""
"UNITED STATES OF AMERICA","CONCORDIA/BLOSSER MUNI AP KS","72458","00141767","1962-1990","","Mean Monthly Value","cm","13.2","","14.0","","9.7","","1.8","","88888.8","1",".0","",".0","",".0","","88888.8","1",".5","","5.1","","12.2","","56.5","","-9999.9","2"
"UNITED STATES OF AMERICA","ALAMOSA/BERGMAN FIELD CO","72462","00050130","1961-1990","","Mean Monthly Value","cm","11.4","","11.7","","17.8","","10.2","","4.6","","-9797.9","3",".0","",".0","",".8","","9.1","","11.4","","18.0","","95.0","","95.0",""
"UNITED STATES OF AMERICA","PUEBLO/MEMORIAL AP, CO","72464","00056740","1961-1990","","Mean Monthly Value","cm","15.2","","10.9","","17.3","","7.9","","1.5","",".0","",".0","",".0","","1.0","","2.8","","9.1","","15.0","","80.7","","80.7",""
"UNITED STATES OF AMERICA","COLORADO SPRINGS/MUNICIPAL AP,CO","72466","00051778","1978-1989","","Mean Monthly Value","cm","17.0","","18.0","","30.7","","11.4","","6.3","",".0","",".0","",".0","",".5","","7.1","","13.5","","25.9","","130.4","","130.4",""
"UNITED STATES OF AMERICA","DENVER/STAPLETON INT'L AP CO","72469","00052220","1961-1990","","Mean Monthly Value","cm","18.0","","18.0","","33.5","","20.3","","4.3","","88888.8","1",".0","",".0","","4.3","","10.9","","21.8","","22.1","","153.2","","-9999.9","2"
"UNITED STATES OF AMERICA","GRAND JUNCTION/WALKER FIELD CO","72476","00053488","1961-1990","","Mean Monthly Value","cm","16.8","","8.4","","9.4","","3.0","",".5","",".0","",".0","",".0","",".3","","1.8","","6.3","","14.5","","61.0","","61.0",""
"UNITED STATES OF AMERICA","BISHOP/ARPT CA","72480","00040822","1961-1990","","Mean Monthly Value","cm","9.4","","5.1","","1.5","",".5","",".3","",".0","",".0","",".0","",".0","",".3","","1.0","","4.1","","22.2","","22.2",""
"UNITED STATES OF AMERICA","SACRAMENTO/EXECUTIVE ARPT CA","72483","00047630","1961-1990","","Mean Monthly Value","cm","88888.8","1",".3","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1",".3","","-9999.9","2"
"UNITED STATES OF AMERICA","ELY/YELLAND, NV","72486","00262631","1961-1990","","Mean Monthly Value","cm","22.6","","16.8","","24.9","","19.0","","7.9","",".3","",".0","",".0","","1.3","","6.9","","15.5","","20.3","","135.5","","135.5",""
"UNITED STATES OF AMERICA","RENO/INTL, NV","72488","00266779","1961-1990","","Mean Monthly Value","cm","13.0","","13.2","","10.9","","3.8","","3.6","",".0","",".0","",".0","",".3","","1.0","","6.3","","12.2","","64.3","","64.3",""
"UNITED STATES OF AMERICA","STOCKTON, CA","72492","00048558","1961-1990","","Mean Monthly Value","cm",".0","","-9797.9","3","88888.8","1","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1",".0","","-9999.9","2"
"UNITED STATES OF AMERICA","SAN FRANCISCO/INTERNATIONAL A,CA","72494","00047769","1961-1990","","Mean Monthly Value","cm",".3","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1",".3","","-9999.9","2"
"UNITED STATES OF AMERICA","NEWARK/INT'L ARPT NJ","72502","00286026","1961-1989","","Mean Monthly Value","cm","22.6","","23.4","","9.4","","1.8","","88888.8","1",".0","",".0","",".0","",".0","","88888.8","1","1.5","","9.9","","68.6","","-9999.9","2"
"UNITED STATES OF AMERICA","NEW YORK/LAGUARDIA ARPT NY","72503","00305811","1961-1990","","Mean Monthly Value","cm","18.3","","20.8","","7.4","","1.0","","88888.8","1",".0","",".0","",".0","",".0","","-9797.9","3","1.0","","7.9","","56.4","","-9999.9","2"
"UNITED STATES OF AMERICA","BRIDGEPORT/SIKORSKY MEMORIAL CT","72504","00060806","1961-1990","","Mean Monthly Value","cm","21.3","","20.3","","10.2","","1.0","","88888.8","1",".0","",".0","",".0","",".0","","-9797.9","3","1.5","","12.4","","66.7","","-9999.9","2"
"UNITED STATES OF AMERICA","PROVIDENCE/GREEN STATE, RI","72507","00376698","1961-1990","","Mean Monthly Value","cm","25.4","","27.2","","15.2","","1.8","",".5","",".0","",".0","",".0","",".0","",".5","","3.0","","18.3","","91.9","","91.9",""
"UNITED STATES OF AMERICA","HARTFORD/BRADLEY INT'L ARPT CT","72508","00063456","1961-1990","","Mean Monthly Value","cm","32.5","","31.0","","19.6","","3.3","","-9797.9","3",".0","",".0","",".0","",".0","",".3","","5.8","","27.9","","120.4","","120.4",""
"UNITED STATES OF AMERICA","BOSTON/LOGAN INT'L AIRPORT, MA","72509","00190770","1961-1990","","Mean Monthly Value","cm","30.2","","31.2","","17.5","","2.8","","-9797.9","3",".0","",".0","",".0","",".0","","-9797.9","3","3.3","","20.6","","105.6","","105.6",""
"UNITED STATES OF AMERICA","WILKES-BARRE-SCRANTON, PA","72513","00369705","1964-1990","","Mean Monthly Value","cm","31.5","","26.9","","20.3","","7.1","",".3","",".0","",".0","",".0","",".0","",".3","","10.4","","21.8","","118.6","","118.6",""
"UNITED STATES OF AMERICA","WILLIAMSPORT, PA","72514","00369728","1961-1990","","Mean Monthly Value","cm","31.5","","27.2","","18.0","","3.6","","-9797.9","3",".0","",".0","",".0","",".0","",".3","","7.9","","21.1","","109.6","","109.6",""
"UNITED STATES OF AMERICA","BINGHAMTON/EDWIN A LINK FIELD,NY","72515","00300687","1961-1990","","Mean Monthly Value","cm","49.8","","40.4","","30.7","","11.7","","1.0","",".0","",".0","",".0","","88888.8","1","1.0","","19.0","","47.8","","201.4","","-9999.9","2"
"UNITED STATES OF AMERICA","ALLENTOWN/A.-BETHLEHEM, PA","72517","00360106","1961-1990","","Mean Monthly Value","cm","24.6","","25.9","","11.9","","2.3","","88888.8","1",".0","",".0","",".0","",".0","",".3","","4.1","","15.7","","84.8","","-9999.9","2"
"UNITED STATES OF AMERICA","ALBANY/ALBANY COUNTY, NY","72518","00300042","1961-1990","","Mean Monthly Value","cm","42.7","","35.8","","25.9","","7.1","",".3","",".0","",".0","",".0","",".0","",".5","","12.7","","42.4","","167.4","","167.4",""
"UNITED STATES OF AMERICA","SYRACUSE/HANCOCK INT'L ARPT NY","72519","00308383","1961-1990","","Mean Monthly Value","cm","75.7","","59.2","","37.6","","11.2","",".3","",".0","",".0","",".0","",".0","","1.5","","23.1","","71.1","","279.7","","279.7",""
"UNITED STATES OF AMERICA","PITTSBURGH/GR PITTSBURGH INTL,PA","72520","00366993","1961-1990","","Mean Monthly Value","cm","32.0","","25.1","","19.6","","4.3","",".5","",".0","",".0","",".0","",".0","",".5","","8.1","","20.6","","110.7","","110.7",""
"UNITED STATES OF AMERICA","AKRON/AKRON-CANTON REGIONAL, OH","72521","00330058","1961-1990","","Mean Monthly Value","cm","33.0","","26.4","","21.6","","7.4","",".5","",".0","",".0","",".0","",".0","","1.0","","9.7","","25.4","","125.0","","125.0",""
"UNITED STATES OF AMERICA","CLEVELAND/HOPKINS INTL AP, OH","72524","00331657","1961-1990","","Mean Monthly Value","cm","35.1","","32.8","","24.6","","5.6","",".3","",".0","",".0","",".0","",".0","","1.8","","10.7","","32.0","","142.9","","142.9",""
"UNITED STATES OF AMERICA","YOUNGSTOWN/WSO AP OH","72525","00339406","1961-1990","","Mean Monthly Value","cm","35.1","","29.7","","26.2","","7.1","",".5","",".0","",".0","",".0","","88888.8","1","1.3","","12.4","","33.0","","145.3","","-9999.9","2"
"UNITED STATES OF AMERICA","ERIE/INT'L ARPT PA","72526","00362682","1961-1990","","Mean Monthly Value","cm","60.5","","42.7","","24.4","","5.8","","-9797.9","3",".0","",".0","",".0","",".0","","1.0","","23.4","","60.2","","218.0","","218.0",""
"UNITED STATES OF AMERICA","BUFFALO/GREATER BUFFALO, NY","72528","00301012","1961-1990","","Mean Monthly Value","cm","65.3","","46.2","","26.2","","9.7","",".8","",".0","",".0","",".0","",".0","",".5","","25.1","","60.5","","234.3","","234.3",""
"UNITED STATES OF AMERICA","ROCHESTER/ROCHESTER-MONROE CO,NY","72529","00307167","1961-1990","","Mean Monthly Value","cm","63.8","","57.4","","31.2","","11.7","","1.0","",".0","",".0","",".0","",".0","",".3","","16.0","","54.9","","236.3","","236.3",""
"UNITED STATES OF AMERICA","CHICAGO/0'HARE, IL","72530","00111549","1961-1990","","Mean Monthly Value","cm","27.2","","21.3","","16.5","","4.6","",".3","",".0","",".0","",".0","",".0","","1.3","","4.8","","22.4","","98.4","","98.4",""
"UNITED STATES OF AMERICA","PEORIA/GREATER PEORIA ARPT IL","72532","00116711","1961-1990","","Mean Monthly Value","cm","18.5","","15.0","","8.6","","3.0","","-9797.9","3",".0","",".0","",".0","",".0","",".3","","4.8","","16.3","","66.5","","66.5",""
"UNITED STATES OF AMERICA","FORT WAYNE/MUNICIPAL, IN","72533","00123037","1961-1990","","Mean Monthly Value","cm","21.1","","21.1","","13.5","","3.6","","88888.8","1",".0","",".0","",".0","",".0","","1.0","","8.1","","20.1","","88.5","","-9999.9","2"
"UNITED STATES OF AMERICA","SOUTH BEND/ST.JOSEPH COUNTY, IN","72535","00128187","1961-1990","","Mean Monthly Value","cm","57.9","","40.6","","24.6","","6.9","","-9797.9","3",".0","",".0","",".0","",".0","","2.5","","21.8","","53.3","","207.6","","207.6",""
"UNITED STATES OF AMERICA","TOLEDO/EXPRESS, OH","72536","00338357","1961-1990","","Mean Monthly Value","cm","24.1","","21.8","","15.2","","3.8","","-9797.9","3",".0","",".0","",".0","","88888.8","1",".3","","7.6","","23.6","","96.4","","-9999.9","2"
"UNITED STATES OF AMERICA","DETROIT/METROPOLITAN ARPT MI","72537","00202103","1961-1990","","Mean Monthly Value","cm","25.4","","23.4","","16.8","","4.6","","88888.8","1",".0","",".0","",".0","",".0","",".5","","7.6","","27.7","","106.0","","-9999.9","2"
"UNITED STATES OF AMERICA","LANSING/CAPITAL CITY AP, MI","72539","00204641","1961-1990","","Mean Monthly Value","cm","33.5","","26.2","","21.8","","8.1","","88888.8","1",".0","",".0","",".0","","88888.8","1","1.3","","12.2","","32.0","","135.1","","-9999.9","2"
"UNITED STATES OF AMERICA","ROCKFORD/WSO AP IL","72543","00117382","1961-1990","","Mean Monthly Value","cm","21.1","","19.0","","16.5","","4.3","","-9797.9","3",".0","",".0","",".0","",".0","",".3","","6.1","","24.9","","92.2","","92.2",""
"UNITED STATES OF AMERICA","MOLINE/QUAD CITY, IL","72544","00115751","1961-1990","","Mean Monthly Value","cm","22.9","","17.3","","15.2","","4.1","","88888.8","1",".0","",".0","",".0","",".0","","1.0","","7.1","","20.6","","88.2","","-9999.9","2"
"UNITED STATES OF AMERICA","DES MOINES/MUNICIPAL, IA","72546","00132203","1961-1990","","Mean Monthly Value","cm","19.3","","20.1","","14.2","","6.1","","88888.8","1",".0","",".0","",".0","","88888.8","1","1.0","","8.1","","19.6","","88.4","","-9999.9","2"
"UNITED STATES OF AMERICA","DUBUQUE/MUNICIPAL, IA","72547","00132367","1961-1990","","Mean Monthly Value","cm","22.4","","21.3","","21.1","","7.4","",".3","",".0","",".0","",".0","",".0","",".5","","9.4","","26.9","","109.3","","109.3",""
"UNITED STATES OF AMERICA","WATERLOO/WSO AP IA","72548","00138706","1961-1990","","Mean Monthly Value","cm","16.0","","17.5","","14.5","","4.3","","-9797.9","3",".0","",".0","",".0","",".0","",".3","","8.1","","19.8","","80.5","","80.5",""
"UNITED STATES OF AMERICA","OMAHA,EPPLEY FIELD, NE","72550","00256255","1961-1990","","Mean Monthly Value","cm","16.0","","16.0","","15.0","","1.8","","-9797.9","3",".0","",".0","",".0","","88888.8","1",".8","","6.9","","15.7","","72.2","","-9999.9","2"
"UNITED STATES OF AMERICA","LINCOLN/MUNICIPAL ARPT NE","72551","00254795","1972-1990","","Mean Monthly Value","cm","13.5","","12.4","","13.7","","3.8","",".0","",".0","",".0","",".0","","-9797.9","3",".5","","7.6","","14.7","","66.2","","66.2",""
"UNITED STATES OF AMERICA","GRAND ISLAND, NE","72552","00253395","1961-1990","","Mean Monthly Value","cm","12.4","","16.3","","16.5","","3.6","",".3","",".0","",".0","",".0","",".3","","1.3","","9.7","","19.0","","79.4","","79.4",""
"UNITED STATES OF AMERICA","OMAHA/NORTH, NE","72553","00256260","1963-1990","","Mean Monthly Value","cm","15.7","","14.5","","15.5","","3.0","","-9797.9","3",".0","",".0","",".0","","-9797.9","3","1.3","","8.1","","16.3","","74.4","","74.4",""
"UNITED STATES OF AMERICA","NORFOLK/KARL STEFAN, NE","72556","00255995","1961-1990","","Mean Monthly Value","cm","14.5","","15.7","","15.5","","5.1","","88888.8","1",".0","",".0","",".0","",".3","","1.3","","9.7","","17.5","","79.6","","-9999.9","2"
"UNITED STATES OF AMERICA","SIOUX CITY/MUNICIPAL, IA","72557","00137708","1961-1990","","Mean Monthly Value","cm","16.3","","14.5","","19.0","","3.3","","88888.8","1",".0","",".0","",".0","","-9797.9","3","2.3","","8.4","","17.0","","80.8","","-9999.9","2"
"UNITED STATES OF AMERICA","NORTH PLATTE/LEE BIRD FLD NE","72562","00256065","1961-1990","","Mean Monthly Value","cm","13.5","","10.7","","16.8","","6.6","",".3","",".0","",".0","",".0","",".3","","3.6","","10.4","","13.2","","75.4","","75.4",""
"UNITED STATES OF AMERICA","CHEYENNE WSFO, WY","72564","00481675","1961-1990","","Mean Monthly Value","cm","15.2","","13.7","","31.5","","20.1","","7.6","","88888.8","1",".0","",".0","","2.0","","10.4","","16.3","","16.5","","133.3","","-9999.9","2"
"UNITED STATES OF AMERICA","SCOTTSBLUFF/COUNTY ARPT NE","72566","00257665","1961-1990","","Mean Monthly Value","cm","16.5","","13.7","","22.4","","12.7","","2.3","","88888.8","1",".0","",".0","","1.0","","6.9","","13.0","","18.3","","106.8","","-9999.9","2"
"UNITED STATES OF AMERICA","VALENTINE/WSO AP NE","72567","00258760","1963-1990","","Mean Monthly Value","cm","12.2","","13.2","","21.6","","9.4","",".3","",".0","",".0","",".0","","1.8","","2.8","","13.5","","14.0","","88.8","","88.8",""
"UNITED STATES OF AMERICA","CASPER/WSO AP WY","72569","00481570","1961-1990","","Mean Monthly Value","cm","26.9","","25.9","","34.5","","33.8","","12.4","",".5","",".0","",".0","","3.8","","15.0","","26.2","","30.0","","209.0","","209.0",""
"UNITED STATES OF AMERICA","SALT LAKE CITY/INTL, UT","72572","00427598","1961-1990","","Mean Monthly Value","cm","31.2","","24.9","","29.7","","17.3","","2.8","","88888.8","1",".0","",".0","",".5","","5.3","","16.5","","34.8","","163.0","","-9999.9","2"
"UNITED STATES OF AMERICA","LANDER/HUNT, WY","72576","00485390","1961-1990","","Mean Monthly Value","cm","24.4","","26.9","","47.8","","56.6","","19.3","",".5","",".0","",".0","","8.6","","26.2","","33.5","","29.7","","273.5","","273.5",""
"UNITED STATES OF AMERICA","POCATELLO/MUNICIPAL ARPT ID","72578","00107211","1961-1990","","Mean Monthly Value","cm","22.1","","16.0","","16.8","","11.9","","2.0","","-9797.9","3",".0","",".0","",".3","","5.3","","14.7","","25.4","","114.5","","114.5",""
"UNITED STATES OF AMERICA","WINNEMUCCA/MUNICIPAL, NV","72583","00269171","1961-1990","","Mean Monthly Value","cm","11.9","","9.7","","10.7","","7.4","","1.8","",".0","",".0","",".0","","-9797.9","3","1.3","","7.1","","13.2","","63.1","","63.1",""
"UNITED STATES OF AMERICA","EUREKA/WSO CITY CA","72594","00042910","1961-1990","","Mean Monthly Value","cm",".3","",".5","","-9797.9","3","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","-9797.9","3",".3","","1.1","","-9999.9","2"
"UNITED STATES OF AMERICA","MEDFORD/JACKSON CO. AP, OR","72597","00355429","1961-1990","","Mean Monthly Value","cm","7.6","","2.0","","1.8","",".5","","88888.8","1",".0","",".0","",".0","",".0","","88888.8","1","1.0","","5.8","","18.7","","-9999.9","2"
"UNITED STATES OF AMERICA","CONCORD MUNICIPAL AP, NH","72605","00271683","1961-1990","","Mean Monthly Value","cm","45.0","","39.6","","25.4","","6.6","","-9797.9","3",".0","",".0","",".0","",".0","",".3","","11.4","","37.1","","165.4","","165.4",""
"UNITED STATES OF AMERICA","PORTLAND/INT'L JETPORT ME","72606","00176905","1961-1990","","Mean Monthly Value","cm","49.0","","41.9","","29.5","","8.6","",".3","",".0","",".0","",".0","","88888.8","1","1.0","","8.1","","41.7","","180.1","","-9999.9","2"
"UNITED STATES OF AMERICA","MOUNT WASHINGTON, NH","72613","00275639","1961-1990","","Mean Monthly Value","cm","128.0","","122.4","","129.5","","103.6","","28.7","","3.0","","-9797.9","3",".8","","5.6","","35.6","","102.6","","139.7","","799.5","","799.5",""
"UNITED STATES OF AMERICA","BURLINGTON/ETHAN ALLEN AIRPOR,VT","72617","00431081","1961-1990","","Mean Monthly Value","cm","48.3","","38.4","","33.0","","12.2","",".8","",".0","",".0","",".0","",".0","",".8","","18.8","","54.1","","206.4","","206.4",""
"UNITED STATES OF AMERICA","GRAND RAPIDS/KENT CO INT'L AR,MI","72635","00203333","1963-1990","","Mean Monthly Value","cm","54.1","","30.2","","25.1","","7.9","","-9797.9","3",".0","",".0","",".0","","88888.8","1","1.8","","18.3","","45.7","","183.1","","-9999.9","2"
"UNITED STATES OF AMERICA","MUSKEGON/COUNTY ARPT MI","72636","00205712","1961-1990","","Mean Monthly Value","cm","97.3","","48.8","","31.2","","9.4","","88888.8","1",".0","",".0","",".0","",".0","","1.8","","22.1","","77.7","","288.3","","-9999.9","2"
"UNITED STATES OF AMERICA","FLINT/BISHOP, MI","72637","00202846","1961-1990","","Mean Monthly Value","cm","31.2","","26.2","","20.3","","7.1","","-9797.9","3",".0","",".0","",".0","","88888.8","1",".8","","9.9","","28.7","","124.2","","-9999.9","2"
"UNITED STATES OF AMERICA","HOUGHTON LAKE, MI","72638","00203936","1964-1990","","Mean Monthly Value","cm","49.0","","32.8","","30.5","","10.7","",".8","",".0","",".0","",".0","","-9797.9","3","2.3","","24.6","","42.9","","193.6","","193.6",""
"UNITED STATES OF AMERICA","ALPENA/PHELPS COLLINS AP MI","72639","00200164","1961-1990","","Mean Monthly Value","cm","55.6","","38.9","","36.1","","11.9","",".8","",".0","",".0","",".0","","88888.8","1","1.5","","21.6","","54.4","","220.8","","-9999.9","2"
"UNITED STATES OF AMERICA","MILWAUKEE/GEN. MITCHELL, WI","72640","00475479","1961-1990","","Mean Monthly Value","cm","32.8","","28.2","","22.4","","6.3","",".3","",".0","",".0","",".0","",".0","","1.0","","6.9","","29.0","","126.9","","126.9",""
"UNITED STATES OF AMERICA","MADISON/DANE CO REGIONAL ARPT,WI","72641","00474961","1961-1990","","Mean Monthly Value","cm","25.1","","18.0","","20.1","","6.6","",".3","",".0","",".0","",".0","","88888.8","1",".5","","8.6","","31.0","","110.2","","-9999.9","2"
"UNITED STATES OF AMERICA","LA CROSSE/MUNICIPAL AP, WI","72643","00474370","1961-1990","","Mean Monthly Value","cm","27.7","","20.1","","20.8","","4.1","","88888.8","1",".0","",".0","",".0","","88888.8","1","-9797.9","3","7.4","","25.9","","106.0","","-9999.9","2"
"UNITED STATES OF AMERICA","ROCHESTER/MUNICIPAL, MN","72644","00217004","1961-1990","","Mean Monthly Value","cm","25.1","","20.1","","24.1","","10.2","","-9797.9","3",".0","",".0","",".0","","-9797.9","3","1.5","","13.5","","27.7","","122.2","","122.2",""
"UNITED STATES OF AMERICA","GREEN BAY/A.-STRAUBEL, WI","72645","00473269","1961-1990","","Mean Monthly Value","cm","29.7","","20.3","","23.4","","5.3","",".3","",".0","",".0","",".0","","88888.8","1",".5","","11.7","","31.7","","122.9","","-9999.9","2"
"UNITED STATES OF AMERICA","SIOUX FALLS/FOSS FIELD, SD","72651","00397667","1961-1990","","Mean Monthly Value","cm","17.0","","19.6","","20.3","","5.6","","-9797.9","3",".0","",".0","",".0","","-9797.9","3","1.5","","13.0","","19.8","","96.8","","96.8",""
"UNITED STATES OF AMERICA","HURON/HURON REGIONAL, SD","72654","00394127","1961-1990","","Mean Monthly Value","cm","18.0","","22.1","","25.7","","5.6","",".3","",".0","",".0","",".0","","88888.8","1","2.5","","12.2","","18.3","","104.7","","-9999.9","2"
"UNITED STATES OF AMERICA","ST. CLOUD/WHITNEY, MN","72655","00217294","1961-1990","","Mean Monthly Value","cm","25.7","","17.8","","24.9","","5.8","",".3","",".0","",".0","",".0","","88888.8","1","1.3","","17.3","","22.6","","115.7","","-9999.9","2"
"UNITED STATES OF AMERICA","MINNEAPOLIS/INT'L ARPT MN","72658","00215435","1961-1990","","Mean Monthly Value","cm","31.7","","23.4","","29.5","","9.1","",".3","",".0","",".0","",".0","","-9797.9","3","1.0","","18.5","","28.7","","142.2","","142.2",""
"UNITED STATES OF AMERICA","ABERDEEN/REGIONAL ARPT SD","72659","00390020","1963-1990","","Mean Monthly Value","cm","14.0","","15.7","","19.3","","9.7","",".3","",".0","",".0","",".0","","-9797.9","3","2.3","","12.7","","15.5","","89.5","","89.5",""
"UNITED STATES OF AMERICA","RAPID CITY/REGIONAL ARPT SD","72662","00396937","1961-1990","","Mean Monthly Value","cm","10.9","","16.5","","23.6","","16.0","","1.8","","-9797.9","3",".0","",".0","",".5","","4.1","","13.2","","14.7","","101.3","","101.3",""
"UNITED STATES OF AMERICA","SHERIDAN/COUNTY, WY","72666","00488155","1961-1990","","Mean Monthly Value","cm","29.7","","25.7","","31.0","","24.4","","6.1","",".3","",".0","",".0","","5.3","","11.2","","24.1","","31.0","","188.8","","188.8",""
"UNITED STATES OF AMERICA","BILLINGS/LOGAN INT'L ARPT MT","72677","00240807","1961-1990","","Mean Monthly Value","cm","27.2","","16.8","","27.2","","20.1","","4.8","","88888.8","1",".0","",".0","","4.3","","9.1","","19.0","","23.9","","152.4","","-9999.9","2"
"UNITED STATES OF AMERICA","BOISE/AIR TERMINAL ID","72681","00101022","1961-1990","","Mean Monthly Value","cm","16.0","","6.9","","3.6","","2.5","",".5","",".0","",".0","",".0","",".0","",".3","","6.9","","17.5","","54.2","","54.2",""
"UNITED STATES OF AMERICA","PENDLETON, OR","72688","00356546","1961-1990","","Mean Monthly Value","cm","15.5","","5.3","","2.5","",".3","","88888.8","1",".0","",".0","",".0","",".0","",".5","","5.6","","13.2","","42.9","","-9999.9","2"
"UNITED STATES OF AMERICA","EUGENE/MAHLON SWEET ARPT OR","72693","00352709","1961-1990","","Mean Monthly Value","cm","7.9","","2.3","",".5","","88888.8","1","88888.8","1",".0","",".0","",".0","",".0","","88888.8","1",".5","","4.3","","15.5","","-9999.9","2"
